Info 0    [12:02:10.253] Starting TS Server
Info 3686 [13:39:39.526] getCompletionsAtPosition: isCompletionListBlocker: 0.5870419889688492
Info 3687 [13:39:39.530] getExportInfoMap: cache hit
Info 3688 [13:39:39.532] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3689 [13:39:39.532] collectAutoImports: response is complete
Info 3690 [13:39:39.532] collectAutoImports: 1.625915989279747
Info 3691 [13:39:39.532] getCompletionData: Semantic work: 6.239459007978439
Info 3692 [13:39:39.536] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.509458005428314
Info 3693 [13:39:39.538] getCompletionData: Get current token: 0.004084005951881409
Info 3694 [13:39:39.538] getCompletionData: Is inside comment: 0.001166999340057373
Info 3695 [13:39:39.538] getCompletionData: Get previous token: 0.024750009179115295
Info 3696 [13:39:39.538] getCompletionsAtPosition: isCompletionListBlocker: 0.010250002145767212
Info 3697 [13:39:39.539] getExportInfoMap: cache hit
Info 3698 [13:39:39.542] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3699 [13:39:39.542] collectAutoImports: response is complete
Info 3700 [13:39:39.542] collectAutoImports: 2.2605419903993607
Info 3701 [13:39:39.542] getCompletionData: Semantic work: 3.8435830026865005
Info 3702 [13:39:39.546] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.8901249915361404
Info 3703 [13:39:39.548] getCompletionData: Get current token: 0.011583998799324036
Info 3704 [13:39:39.548] getCompletionData: Is inside comment: 0.0034999996423721313
Info 3705 [13:39:39.548] getCompletionData: Get previous token: 0.06445801258087158
Info 3706 [13:39:39.548] getCompletionsAtPosition: isCompletionListBlocker: 0.018457993865013123
Info 3707 [13:39:39.552] getExportInfoMap: cache hit
Info 3708 [13:39:39.553] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3709 [13:39:39.553] collectAutoImports: response is complete
Info 3710 [13:39:39.553] collectAutoImports: 0.9419579952955246
Info 3711 [13:39:39.553] getCompletionData: Semantic work: 5.136583000421524
Info 3712 [13:39:39.556] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.829166993498802
Info 3713 [13:39:39.557] getCompletionData: Get current token: 0.003958001732826233
Info 3714 [13:39:39.557] getCompletionData: Is inside comment: 0.001207992434501648
Info 3715 [13:39:39.557] getCompletionData: Get previous token: 0.025167003273963928
Info 3716 [13:39:39.557] getCompletionsAtPosition: isCompletionListBlocker: 0.009832993149757385
Info 3717 [13:39:39.560] getExportInfoMap: cache hit
Info 3718 [13:39:39.560] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3719 [13:39:39.560] collectAutoImports: response is complete
Info 3720 [13:39:39.560] collectAutoImports: 0.8387079983949661
Info 3721 [13:39:39.560] getCompletionData: Semantic work: 3.031582996249199
Info 3722 [13:39:39.563] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.977416008710861
Info 3723 [13:39:39.596] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3724 [13:39:39.599] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 623 structureChanged: false structureIsReused:: Completely Elapsed: 2.942542001605034ms
Info 3725 [13:39:39.600] Different program with same set of files
Info 3726 [13:39:39.741] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3727 [13:39:39.743] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 624 structureChanged: false structureIsReused:: Completely Elapsed: 2.0252080112695694ms
Info 3728 [13:39:39.743] Different program with same set of files
Info 3729 [13:39:39.858] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3730 [13:39:39.861] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 625 structureChanged: false structureIsReused:: Completely Elapsed: 2.7805000096559525ms
Info 3731 [13:39:39.861] Different program with same set of files
Info 3732 [13:39:40.021] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3733 [13:39:40.024] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 626 structureChanged: false structureIsReused:: Completely Elapsed: 2.7444169968366623ms
Info 3734 [13:39:40.024] Different program with same set of files
Info 3735 [13:39:40.163] getCompletionData: Get current token: 0.0049169957637786865
Info 3736 [13:39:40.163] getCompletionData: Is inside comment: 0.003582999110221863
Info 3737 [13:39:40.163] getCompletionData: Get previous token: 0.0309160053730011
Info 3738 [13:39:40.163] getCompletionsAtPosition: isCompletionListBlocker: 0.013542011380195618
Info 3739 [13:39:40.165] getExportInfoMap: cache hit
Info 3740 [13:39:40.166] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3741 [13:39:40.166] collectAutoImports: response is complete
Info 3742 [13:39:40.166] collectAutoImports: 0.7352080047130585
Info 3743 [13:39:40.166] getCompletionData: Semantic work: 2.4572499990463257
Info 3744 [13:39:40.168] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.6062919944524765
Info 3745 [13:39:40.582] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3746 [13:39:40.586] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 627 structureChanged: false structureIsReused:: Completely Elapsed: 3.6594999879598618ms
Info 3747 [13:39:40.586] Different program with same set of files
Info 3748 [13:39:40.586] getCompletionData: Get current token: 0.004124999046325684
Info 3749 [13:39:40.586] getCompletionData: Is inside comment: 0.0014999955892562866
Info 3750 [13:39:40.586] getCompletionData: Get previous token: 0.027417004108428955
Info 3751 [13:39:40.586] getCompletionsAtPosition: isCompletionListBlocker: 0.013374999165534973
Info 3752 [13:39:40.588] getExportInfoMap: cache hit
Info 3753 [13:39:40.589] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 3754 [13:39:40.589] collectAutoImports: response is complete
Info 3755 [13:39:40.589] collectAutoImports: 0.9738329946994781
Info 3756 [13:39:40.589] getCompletionData: Semantic work: 2.833833009004593
Info 3757 [13:39:40.592] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 3.2382090091705322
Info 3758 [13:39:41.286] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3759 [13:39:41.293] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 628 structureChanged: false structureIsReused:: Completely Elapsed: 6.959207996726036ms
Info 3760 [13:39:41.293] Different program with same set of files
Info 3761 [13:39:41.658] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3762 [13:39:41.661] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 629 structureChanged: false structureIsReused:: Completely Elapsed: 2.580749988555908ms
Info 3763 [13:39:41.661] Different program with same set of files
Info 3764 [13:39:41.830] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3765 [13:39:41.833] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 630 structureChanged: false structureIsReused:: Completely Elapsed: 3.5138749927282333ms
Info 3766 [13:39:41.833] Different program with same set of files
Info 3767 [13:39:42.174] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3768 [13:39:42.177] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 631 structureChanged: false structureIsReused:: Completely Elapsed: 2.2642499953508377ms
Info 3769 [13:39:42.177] Different program with same set of files
Info 3770 [13:39:50.721] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3771 [13:39:50.730] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 632 structureChanged: false structureIsReused:: Completely Elapsed: 9.173291996121407ms
Info 3772 [13:39:50.730] Different program with same set of files
Info 3773 [13:39:51.005] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3774 [13:39:51.008] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 633 structureChanged: false structureIsReused:: Completely Elapsed: 3.521666005253792ms
Info 3775 [13:39:51.008] Different program with same set of files
Info 3776 [13:39:51.210] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3777 [13:39:51.218] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 634 structureChanged: false structureIsReused:: Completely Elapsed: 7.514583006501198ms
Info 3778 [13:39:51.218] Different program with same set of files
Info 3779 [13:39:51.385] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3780 [13:39:51.393] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 635 structureChanged: false structureIsReused:: Completely Elapsed: 7.286833003163338ms
Info 3781 [13:39:51.393] Different program with same set of files
Info 3782 [13:39:51.468] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3783 [13:39:51.471] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 636 structureChanged: false structureIsReused:: Completely Elapsed: 2.268417000770569ms
Info 3784 [13:39:51.471] Different program with same set of files
Info 3785 [13:39:51.730] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3786 [13:39:51.735] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 637 structureChanged: false structureIsReused:: Completely Elapsed: 5.042583987116814ms
Info 3787 [13:39:51.735] Different program with same set of files
Info 3788 [13:39:51.735] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3789 [13:39:51.740] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 638 structureChanged: false structureIsReused:: Completely Elapsed: 4.097000002861023ms
Info 3790 [13:39:51.740] Different program with same set of files
Info 3791 [13:39:51.861] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3792 [13:39:51.867] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 639 structureChanged: false structureIsReused:: Completely Elapsed: 5.395457997918129ms
Info 3793 [13:39:51.867] Different program with same set of files
Info 3794 [13:39:51.979] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3795 [13:39:51.983] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 640 structureChanged: false structureIsReused:: Completely Elapsed: 3.7242920100688934ms
Info 3796 [13:39:51.983] Different program with same set of files
Info 3797 [13:39:52.054] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3798 [13:39:52.057] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 641 structureChanged: false structureIsReused:: Completely Elapsed: 2.7126249969005585ms
Info 3799 [13:39:52.057] Different program with same set of files
Info 3800 [13:39:52.195] getCompletionData: Get current token: 0.006624996662139893
Info 3801 [13:39:52.195] getCompletionData: Is inside comment: 0.001999989151954651
Info 3802 [13:39:52.195] getCompletionData: Get previous token: 0.03995800018310547
Info 3803 [13:39:52.195] getCompletionsAtPosition: isCompletionListBlocker: 0.08741700649261475
Info 3804 [13:39:52.195] Returning an empty list because completion was requested in an invalid position.
Info 3805 [13:39:52.205] getCompletionData: Get current token: 0.0058339983224868774
Info 3806 [13:39:52.206] getCompletionData: Is inside comment: 0.003832995891571045
Info 3807 [13:39:52.206] getCompletionData: Get previous token: 0.03937500715255737
Info 3808 [13:39:52.206] getCompletionsAtPosition: isCompletionListBlocker: 0.005958005785942078
Info 3809 [13:39:52.206] Returning an empty list because completion was requested in an invalid position.
Info 3810 [13:39:52.209] getCompletionData: Get current token: 0.005707994103431702
Info 3811 [13:39:52.209] getCompletionData: Is inside comment: 0.0014999955892562866
Info 3812 [13:39:52.209] getCompletionData: Get previous token: 0.03566700220108032
Info 3813 [13:39:52.209] getCompletionsAtPosition: isCompletionListBlocker: 0.004957988858222961
Info 3814 [13:39:52.209] Returning an empty list because completion was requested in an invalid position.
Info 3815 [13:39:52.211] getCompletionData: Get current token: 0.004749998450279236
Info 3816 [13:39:52.211] getCompletionData: Is inside comment: 0.001041993498802185
Info 3817 [13:39:52.211] getCompletionData: Get previous token: 0.039833009243011475
Info 3818 [13:39:52.211] getCompletionsAtPosition: isCompletionListBlocker: 0.0030829906463623047
Info 3819 [13:39:52.211] Returning an empty list because completion was requested in an invalid position.
Info 3820 [13:41:29.884] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3821 [13:41:29.960] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 642 structureChanged: false structureIsReused:: Completely Elapsed: 74.40745800733566ms
Info 3822 [13:41:29.960] Different program with same set of files
Info 3823 [13:41:29.961] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3824 [13:41:29.966] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 643 structureChanged: false structureIsReused:: Completely Elapsed: 5.692459002137184ms
Info 3825 [13:41:29.966] Different program with same set of files
Info 3826 [13:41:30.060] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3827 [13:41:30.065] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 644 structureChanged: false structureIsReused:: Completely Elapsed: 5.113999992609024ms
Info 3828 [13:41:30.065] Different program with same set of files
Info 3829 [13:41:30.246] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3830 [13:41:30.256] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 645 structureChanged: false structureIsReused:: Completely Elapsed: 10.464708000421524ms
Info 3831 [13:41:30.256] Different program with same set of files
Info 3832 [13:41:30.534] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3833 [13:41:30.539] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 646 structureChanged: false structureIsReused:: Completely Elapsed: 4.848999992012978ms
Info 3834 [13:41:30.539] Different program with same set of files
Info 3835 [13:41:30.702] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3836 [13:41:30.707] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 647 structureChanged: false structureIsReused:: Completely Elapsed: 5.189499989151955ms
Info 3837 [13:41:30.707] Different program with same set of files
Info 3838 [13:41:30.809] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3839 [13:41:30.813] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 648 structureChanged: false structureIsReused:: Completely Elapsed: 3.8269589990377426ms
Info 3840 [13:41:30.813] Different program with same set of files
Info 3841 [13:41:30.986] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3842 [13:41:30.992] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 649 structureChanged: false structureIsReused:: Completely Elapsed: 5.055207997560501ms
Info 3843 [13:41:30.992] Different program with same set of files
Info 3844 [13:41:31.017] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3845 [13:41:31.020] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 650 structureChanged: false structureIsReused:: Completely Elapsed: 2.7671249955892563ms
Info 3846 [13:41:31.020] Different program with same set of files
Info 3847 [13:41:31.127] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3848 [13:41:31.130] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 651 structureChanged: false structureIsReused:: Completely Elapsed: 3.290124997496605ms
Info 3849 [13:41:31.130] Different program with same set of files
Info 3850 [13:41:31.305] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3851 [13:41:31.309] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 652 structureChanged: false structureIsReused:: Completely Elapsed: 4.105832993984222ms
Info 3852 [13:41:31.309] Different program with same set of files
Info 3853 [13:41:31.516] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3854 [13:41:31.523] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 653 structureChanged: false structureIsReused:: Completely Elapsed: 6.874291002750397ms
Info 3855 [13:41:31.523] Different program with same set of files
Info 3856 [13:41:33.519] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3857 [13:41:33.522] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 654 structureChanged: false structureIsReused:: Completely Elapsed: 2.9715000092983246ms
Info 3858 [13:41:33.522] Different program with same set of files
Info 3859 [13:41:34.196] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3860 [13:41:34.209] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 655 structureChanged: false structureIsReused:: Completely Elapsed: 12.903291001915932ms
Info 3861 [13:41:34.209] Different program with same set of files
Info 3862 [13:41:34.505] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3863 [13:41:34.509] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 656 structureChanged: false structureIsReused:: Completely Elapsed: 3.8069159984588623ms
Info 3864 [13:41:34.509] Different program with same set of files
Info 3865 [13:41:34.662] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3866 [13:41:34.665] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 657 structureChanged: false structureIsReused:: Completely Elapsed: 2.9694999903440475ms
Info 3867 [13:41:34.665] Different program with same set of files
Info 3868 [13:41:35.598] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3869 [13:41:35.601] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 658 structureChanged: false structureIsReused:: Completely Elapsed: 2.5215000063180923ms
Info 3870 [13:41:35.601] Different program with same set of files
Info 3871 [13:41:35.746] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3872 [13:41:35.749] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 659 structureChanged: false structureIsReused:: Completely Elapsed: 3.0399159938097ms
Info 3873 [13:41:35.749] Different program with same set of files
Info 3874 [13:41:35.866] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3875 [13:41:35.869] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 660 structureChanged: false structureIsReused:: Completely Elapsed: 2.8116250038146973ms
Info 3876 [13:41:35.869] Different program with same set of files
Info 3877 [13:41:36.378] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3878 [13:41:36.380] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 661 structureChanged: false structureIsReused:: Completely Elapsed: 2.376000002026558ms
Info 3879 [13:41:36.380] Different program with same set of files
Info 3880 [13:41:36.552] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3881 [13:41:36.557] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 662 structureChanged: false structureIsReused:: Completely Elapsed: 4.956541001796722ms
Info 3882 [13:41:36.558] Different program with same set of files
Info 3883 [13:41:36.855] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3884 [13:41:36.858] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 663 structureChanged: false structureIsReused:: Completely Elapsed: 2.3132500052452087ms
Info 3885 [13:41:36.858] Different program with same set of files
Info 3886 [13:41:36.937] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3887 [13:41:36.941] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 664 structureChanged: false structureIsReused:: Completely Elapsed: 3.065415993332863ms
Info 3888 [13:41:36.941] Different program with same set of files
Info 3889 [13:41:37.017] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3890 [13:41:37.024] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 665 structureChanged: false structureIsReused:: Completely Elapsed: 6.889791011810303ms
Info 3891 [13:41:37.024] Different program with same set of files
Info 3892 [13:41:37.099] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3893 [13:41:37.111] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 666 structureChanged: false structureIsReused:: Completely Elapsed: 11.526792004704475ms
Info 3894 [13:41:37.111] Different program with same set of files
Info 3895 [13:41:37.180] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3896 [13:41:37.189] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 667 structureChanged: false structureIsReused:: Completely Elapsed: 8.805166006088257ms
Info 3897 [13:41:37.189] Different program with same set of files
Info 3898 [13:41:37.282] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3899 [13:41:37.287] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 668 structureChanged: false structureIsReused:: Completely Elapsed: 4.560000002384186ms
Info 3900 [13:41:37.287] Different program with same set of files
Info 3901 [13:41:37.367] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3902 [13:41:37.369] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 669 structureChanged: false structureIsReused:: Completely Elapsed: 2.2922080010175705ms
Info 3903 [13:41:37.369] Different program with same set of files
Info 3904 [13:41:37.506] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3905 [13:41:37.511] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 670 structureChanged: false structureIsReused:: Completely Elapsed: 4.8500830084085464ms
Info 3906 [13:41:37.511] Different program with same set of files
Info 3907 [13:41:37.612] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3908 [13:41:37.615] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 671 structureChanged: false structureIsReused:: Completely Elapsed: 2.8241249918937683ms
Info 3909 [13:41:37.615] Different program with same set of files
Info 3910 [13:41:37.733] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3911 [13:41:37.735] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 672 structureChanged: false structureIsReused:: Completely Elapsed: 2.1805409938097ms
Info 3912 [13:41:37.736] Different program with same set of files
Info 3913 [13:41:39.406] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3914 [13:41:39.409] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 673 structureChanged: false structureIsReused:: Completely Elapsed: 3.296333998441696ms
Info 3915 [13:41:39.409] Different program with same set of files
Info 3916 [13:41:39.586] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3917 [13:41:39.594] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 674 structureChanged: false structureIsReused:: Completely Elapsed: 7.617791995406151ms
Info 3918 [13:41:39.594] Different program with same set of files
Info 3919 [13:41:43.140] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3920 [13:41:43.153] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 675 structureChanged: false structureIsReused:: Completely Elapsed: 7.401958003640175ms
Info 3921 [13:41:43.153] Different program with same set of files
Info 3922 [13:41:43.223] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3923 [13:41:43.227] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 676 structureChanged: false structureIsReused:: Completely Elapsed: 3.9524160027503967ms
Info 3924 [13:41:43.227] Different program with same set of files
Info 3925 [13:41:43.289] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3926 [13:41:43.291] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 677 structureChanged: false structureIsReused:: Completely Elapsed: 2.544957995414734ms
Info 3927 [13:41:43.291] Different program with same set of files
Info 3928 [13:41:43.292] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3929 [13:41:43.294] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 678 structureChanged: false structureIsReused:: Completely Elapsed: 2.754166007041931ms
Info 3930 [13:41:43.294] Different program with same set of files
Info 3931 [13:41:43.515] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3932 [13:41:43.519] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 679 structureChanged: false structureIsReused:: Completely Elapsed: 4.147958010435104ms
Info 3933 [13:41:43.519] Different program with same set of files
Info 3934 [13:41:43.603] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3935 [13:41:43.607] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 680 structureChanged: false structureIsReused:: Completely Elapsed: 3.227541998028755ms
Info 3936 [13:41:43.607] Different program with same set of files
Info 3937 [13:41:46.267] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3938 [13:41:46.273] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 681 structureChanged: false structureIsReused:: Completely Elapsed: 5.622374996542931ms
Info 3939 [13:41:46.273] Different program with same set of files
Info 3940 [13:41:46.572] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3941 [13:41:46.575] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 682 structureChanged: false structureIsReused:: Completely Elapsed: 2.8950410038232803ms
Info 3942 [13:41:46.575] Different program with same set of files
Info 3943 [13:41:46.576] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3944 [13:41:46.592] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 683 structureChanged: false structureIsReused:: Completely Elapsed: 16.355916991829872ms
Info 3945 [13:41:46.592] Different program with same set of files
Info 3946 [13:41:46.633] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3947 [13:41:46.651] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 684 structureChanged: false structureIsReused:: Completely Elapsed: 17.918541997671127ms
Info 3948 [13:41:46.651] Different program with same set of files
Info 3949 [13:41:46.750] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3950 [13:41:46.753] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 685 structureChanged: false structureIsReused:: Completely Elapsed: 3.432208001613617ms
Info 3951 [13:41:46.753] Different program with same set of files
Info 3952 [13:41:46.901] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3953 [13:41:46.907] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 686 structureChanged: false structureIsReused:: Completely Elapsed: 5.053249999880791ms
Info 3954 [13:41:46.907] Different program with same set of files
Info 3955 [13:41:46.985] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3956 [13:41:46.995] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 687 structureChanged: false structureIsReused:: Completely Elapsed: 9.218000009655952ms
Info 3957 [13:41:46.995] Different program with same set of files
Info 3958 [13:41:48.817] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3959 [13:41:48.828] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 688 structureChanged: false structureIsReused:: Completely Elapsed: 10.039333999156952ms
Info 3960 [13:41:48.828] Different program with same set of files
Info 3961 [13:41:49.013] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3962 [13:41:49.016] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 689 structureChanged: false structureIsReused:: Completely Elapsed: 2.4348749965429306ms
Info 3963 [13:41:49.016] Different program with same set of files
Info 3964 [13:41:49.131] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 3965 [13:41:49.133] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 690 structureChanged: false structureIsReused:: Completely Elapsed: 2.41949999332428ms
Info 3966 [13:41:49.133] Different program with same set of files
Info 3967 [13:41:49.284] getCompletionData: Get current token: 0.011959001421928406
Info 3968 [13:41:49.284] getCompletionData: Is inside comment: 0.045041993260383606
Info 3969 [13:41:49.284] getCompletionData: Get previous token: 0.10449999570846558
Info 3970 [13:41:49.284] getCompletionsAtPosition: isCompletionListBlocker: 0.003332987427711487
Info 3971 [13:41:49.284] Returning an empty list because completion was requested in an invalid position.
Info 3972 [13:41:49.294] getCompletionData: Get current token: 0.004583001136779785
Info 3973 [13:41:49.294] getCompletionData: Is inside comment: 0.31141699850559235
Info 3974 [13:41:49.294] getCompletionData: Get previous token: 0.028499990701675415
Info 3975 [13:41:49.294] getCompletionsAtPosition: isCompletionListBlocker: 0.001999989151954651
Info 3976 [13:41:49.294] Returning an empty list because completion was requested in an invalid position.
Info 3977 [13:41:49.296] getCompletionData: Get current token: 0.004458993673324585
Info 3978 [13:41:49.296] getCompletionData: Is inside comment: 0.014292001724243164
Info 3979 [13:41:49.296] getCompletionData: Get previous token: 0.024250000715255737
